nurse_id,unit_id,shift_start,shift_end,clock_out_actual,note_filed_time,pto_days_taken,consecutive_shifts,break_taken
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-16T07:00:00,2025-01-16T19:30:00,2025-01-16T19:40:00,2025-01-16T12:01:05.063472,4,2,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-17T07:00:00,2025-01-17T19:30:00,2025-01-17T19:34:00,2025-01-17T13:27:11.751670,5,1,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-18T07:00:00,2025-01-18T19:30:00,2025-01-18T19:44:00,2025-01-18T19:58:38.371324,2,2,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-19T07:00:00,2025-01-19T19:30:00,,2025-01-19T14:16:01.717639,2,1,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-20T07:00:00,2025-01-20T19:30:00,2025-01-20T19:39:00,2025-01-20T13:55:53.955667,2,2,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-21T07:00:00,2025-01-21T19:30:00,2025-01-21T19:37:00,2025-01-21T13:17:02.745135,5,1,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-22T07:00:00,2025-01-22T19:30:00,2025-01-22T19:43:00,2025-01-22T20:28:35.235641,2,2,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-23T07:00:00,2025-01-23T19:30:00,,2025-01-23T19:58:41.071303,3,1,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-24T07:00:00,2025-01-24T19:30:00,,2025-01-24T14:14:52.346524,5,1,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-25T07:00:00,2025-01-25T19:30:00,2025-01-25T19:38:00,2025-01-25T15:16:08.259844,3,1,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-26T07:00:00,2025-01-26T19:30:00,2025-01-26T19:33:00,2025-01-26T13:00:49.655173,2,1,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-27T07:00:00,2025-01-27T19:30:00,2025-01-27T19:36:00,2025-01-27T19:30:20.604090,5,1,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-28T07:00:00,2025-01-28T19:30:00,,2025-01-28T13:39:22.994095,2,1,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-29T07:00:00,2025-01-29T19:30:00,2025-01-29T19:45:00,2025-01-29T12:32:11.461920,5,2,true
60df17e3-3856-4ea2-ad46-c569f9a6ddcc,OR,2025-01-30T07:00:00,2025-01-30T19:30:00,2025-01-30T19:33:00,2025-01-30T11:42:34.185290,3,1,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-01T07:00:00,2025-01-01T19:30:00,2025-01-01T21:21:00,2025-01-01T13:39:25.184736,0,6,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-02T07:00:00,2025-01-02T19:30:00,2025-01-02T21:29:00,2025-01-02T14:23:26.002067,0,5,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-03T07:00:00,2025-01-03T19:30:00,2025-01-03T21:03:00,2025-01-03T12:57:46.172201,0,7,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-04T07:00:00,2025-01-04T19:30:00,2025-01-04T21:21:00,2025-01-04T15:39:20.676866,0,4,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-05T07:00:00,2025-01-05T19:30:00,2025-01-05T21:08:00,2025-01-05T12:55:21.911919,0,7,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-06T07:00:00,2025-01-06T19:30:00,2025-01-06T21:03:00,2025-01-06T13:06:42.151213,0,4,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-07T07:00:00,2025-01-07T19:30:00,2025-01-07T21:06:00,2025-01-08T01:51:06.251519,0,4,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-08T07:00:00,2025-01-08T19:30:00,2025-01-08T21:04:00,2025-01-08T13:04:31.871270,0,6,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-10T07:00:00,2025-01-10T19:30:00,2025-01-10T21:00:00,2025-01-10T12:38:16.991806,0,5,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-11T07:00:00,2025-01-11T19:30:00,2025-01-11T21:13:00,2025-01-11T14:35:11.855978,0,5,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-12T07:00:00,2025-01-12T19:30:00,2025-01-12T21:08:00,2025-01-12T13:29:16.228748,0,5,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-13T07:00:00,2025-01-13T19:30:00,2025-01-13T21:22:00,2025-01-13T14:40:19.436587,0,5,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-14T07:00:00,2025-01-14T19:30:00,2025-01-14T20:31:00,2025-01-14T15:25:19.647399,0,5,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-15T07:00:00,2025-01-15T19:30:00,2025-01-15T20:53:00,2025-01-15T12:29:03.908562,0,6,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-16T07:00:00,2025-01-16T19:30:00,2025-01-16T20:41:00,2025-01-17T03:20:31.493447,0,6,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-17T07:00:00,2025-01-17T19:30:00,2025-01-17T21:17:00,2025-01-18T02:49:24.530900,0,4,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-18T07:00:00,2025-01-18T19:30:00,2025-01-18T20:43:00,2025-01-18T13:58:11.249766,0,7,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-19T07:00:00,2025-01-19T19:30:00,2025-01-19T21:19:00,2025-01-19T11:18:01.877670,0,6,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-20T07:00:00,2025-01-20T19:30:00,2025-01-20T21:30:00,2025-01-20T12:39:41.412470,0,7,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-21T07:00:00,2025-01-21T19:30:00,2025-01-21T20:49:00,2025-01-21T14:31:57.918516,0,6,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-22T07:00:00,2025-01-22T19:30:00,2025-01-22T21:05:00,2025-01-22T12:37:42.484616,0,6,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-23T07:00:00,2025-01-23T19:30:00,2025-01-23T21:25:00,2025-01-24T00:36:27.142996,0,7,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-24T07:00:00,2025-01-24T19:30:00,2025-01-24T21:18:00,2025-01-24T14:21:31.636661,0,4,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-25T07:00:00,2025-01-25T19:30:00,2025-01-25T20:31:00,2025-01-25T11:53:28.593670,0,5,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-26T07:00:00,2025-01-26T19:30:00,2025-01-26T21:22:00,2025-01-26T13:36:10.586905,0,7,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-27T07:00:00,2025-01-27T19:30:00,2025-01-27T20:49:00,2025-01-28T02:52:54.037117,0,7,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-28T07:00:00,2025-01-28T19:30:00,2025-01-28T20:46:00,2025-01-28T12:25:33.107470,0,6,false
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-29T07:00:00,2025-01-29T19:30:00,2025-01-29T20:44:00,2025-01-29T13:49:32.218011,0,5,true
af322806-ce55-43aa-8eec-8bc3396c3a33,OR,2025-01-30T07:00:00,2025-01-30T19:30:00,2025-01-30T21:00:00,2025-01-30T23:42:52.948143,0,7,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-01T07:00:00,2025-01-01T19:30:00,2025-01-01T19:56:00,2025-01-01T11:44:58.059732,2,3,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-02T07:00:00,2025-01-02T19:30:00,2025-01-02T19:50:00,2025-01-02T11:48:17.137475,2,3,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-03T07:00:00,2025-01-03T19:30:00,2025-01-03T19:55:00,2025-01-03T21:29:56.199013,1,3,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-04T07:00:00,2025-01-04T19:30:00,2025-01-04T20:04:00,2025-01-04T11:58:03.445789,2,3,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-05T07:00:00,2025-01-05T19:30:00,2025-01-05T20:00:00,2025-01-05T13:55:21.490614,2,3,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-06T07:00:00,2025-01-06T19:30:00,2025-01-06T20:08:00,2025-01-06T21:28:59.950923,1,3,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-07T07:00:00,2025-01-07T19:30:00,2025-01-07T20:02:00,2025-01-07T11:17:40.133124,2,2,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-08T07:00:00,2025-01-08T19:30:00,2025-01-08T19:49:00,2025-01-08T12:29:06.567794,2,3,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-09T07:00:00,2025-01-09T19:30:00,2025-01-09T19:55:00,2025-01-09T21:32:19.954786,2,3,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-10T07:00:00,2025-01-10T19:30:00,2025-01-10T19:44:00,2025-01-10T14:34:06.631033,1,2,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-11T07:00:00,2025-01-11T19:30:00,2025-01-11T20:08:00,2025-01-11T11:48:44.281438,1,3,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-12T07:00:00,2025-01-12T19:30:00,2025-01-12T19:43:00,2025-01-12T21:37:30.588052,2,3,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-13T07:00:00,2025-01-13T19:30:00,2025-01-13T20:02:00,2025-01-13T22:01:42.996154,1,2,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-15T07:00:00,2025-01-15T19:30:00,2025-01-15T19:46:00,2025-01-15T12:13:29.379820,1,2,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-16T07:00:00,2025-01-16T19:30:00,2025-01-16T19:55:00,2025-01-16T22:21:55.925788,1,3,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-17T07:00:00,2025-01-17T19:30:00,2025-01-17T19:43:00,2025-01-17T22:15:10.253692,1,3,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-18T07:00:00,2025-01-18T19:30:00,2025-01-18T20:03:00,2025-01-18T21:09:06.968584,2,2,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-19T07:00:00,2025-01-19T19:30:00,2025-01-19T19:54:00,2025-01-19T12:49:14.330972,2,3,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-20T07:00:00,2025-01-20T19:30:00,2025-01-20T19:43:00,2025-01-20T22:16:36.727864,1,2,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-21T07:00:00,2025-01-21T19:30:00,2025-01-21T19:51:00,2025-01-21T11:52:19.180799,1,3,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-22T07:00:00,2025-01-22T19:30:00,2025-01-22T19:48:00,2025-01-22T12:08:04.508098,1,3,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-23T07:00:00,2025-01-23T19:30:00,2025-01-23T19:45:00,2025-01-23T12:27:03.824374,2,3,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-24T07:00:00,2025-01-24T19:30:00,2025-01-24T20:07:00,2025-01-24T11:27:02.001485,2,3,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-25T07:00:00,2025-01-25T19:30:00,2025-01-25T20:00:00,2025-01-25T12:54:11.529241,1,3,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-26T07:00:00,2025-01-26T19:30:00,2025-01-26T20:02:00,2025-01-26T13:42:56.224120,1,2,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-27T07:00:00,2025-01-27T19:30:00,2025-01-27T20:06:00,2025-01-27T13:09:00.023003,1,3,true
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-28T07:00:00,2025-01-28T19:30:00,2025-01-28T19:42:00,2025-01-28T22:07:37.722006,2,2,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-29T07:00:00,2025-01-29T19:30:00,2025-01-29T19:52:00,2025-01-29T12:46:51.285995,2,2,false
5ef76fd3-b6c0-4920-80f8-e439de443317,NICU,2025-01-30T07:00:00,2025-01-30T19:30:00,2025-01-30T20:03:00,2025-01-30T21:58:48.214217,1,2,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-01T07:00:00,2025-01-01T19:30:00,2025-01-01T19:42:00,2025-01-01T13:13:48.300486,1,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-02T07:00:00,2025-01-02T19:30:00,2025-01-02T19:41:00,2025-01-02T12:54:36.467369,2,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-03T07:00:00,2025-01-03T19:30:00,2025-01-03T20:04:00,2025-01-03T12:22:31.040101,2,2,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-04T07:00:00,2025-01-04T19:30:00,2025-01-04T19:45:00,2025-01-04T13:03:17.709455,1,3,false
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-05T07:00:00,2025-01-05T19:30:00,2025-01-05T20:06:00,2025-01-05T13:48:18.841523,2,2,false
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-06T07:00:00,2025-01-06T19:30:00,2025-01-06T20:04:00,2025-01-06T22:20:15.473517,1,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-07T07:00:00,2025-01-07T19:30:00,2025-01-07T20:03:00,2025-01-07T15:22:26.613405,2,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-08T07:00:00,2025-01-08T19:30:00,2025-01-08T20:03:00,2025-01-08T15:53:04.810947,2,2,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-09T07:00:00,2025-01-09T19:30:00,2025-01-09T20:02:00,2025-01-09T11:58:00.554367,2,2,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-10T07:00:00,2025-01-10T19:30:00,2025-01-10T19:59:00,2025-01-10T13:43:49.199297,2,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-11T07:00:00,2025-01-11T19:30:00,2025-01-11T19:46:00,2025-01-11T15:21:59.900920,1,2,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-12T07:00:00,2025-01-12T19:30:00,2025-01-12T19:57:00,2025-01-12T15:31:14.500573,2,2,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-13T07:00:00,2025-01-13T19:30:00,2025-01-13T19:53:00,2025-01-13T11:15:03.918834,2,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-14T07:00:00,2025-01-14T19:30:00,2025-01-14T19:41:00,2025-01-14T11:38:08.568818,1,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-15T07:00:00,2025-01-15T19:30:00,2025-01-15T19:49:00,2025-01-15T14:52:28.691714,2,3,false
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-16T07:00:00,2025-01-16T19:30:00,2025-01-16T19:47:00,2025-01-16T22:06:49.028774,2,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-17T07:00:00,2025-01-17T19:30:00,2025-01-17T19:52:00,2025-01-17T21:34:52.795103,1,2,false
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-18T07:00:00,2025-01-18T19:30:00,2025-01-18T19:59:00,2025-01-18T14:13:48.772473,2,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-19T07:00:00,2025-01-19T19:30:00,2025-01-19T20:03:00,2025-01-19T22:26:47.165045,1,2,false
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-20T07:00:00,2025-01-20T19:30:00,2025-01-20T19:56:00,2025-01-20T12:22:12.232533,2,2,false
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-21T07:00:00,2025-01-21T19:30:00,2025-01-21T19:54:00,2025-01-21T14:23:05.279941,2,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-22T07:00:00,2025-01-22T19:30:00,2025-01-22T19:55:00,2025-01-22T13:54:56.730538,2,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-23T07:00:00,2025-01-23T19:30:00,2025-01-23T19:56:00,2025-01-23T14:00:12.016461,1,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-24T07:00:00,2025-01-24T19:30:00,2025-01-24T19:51:00,2025-01-24T12:38:41.009421,1,3,false
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-25T07:00:00,2025-01-25T19:30:00,2025-01-25T19:59:00,2025-01-25T11:43:12.585996,2,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-26T07:00:00,2025-01-26T19:30:00,2025-01-26T19:57:00,2025-01-26T13:14:49.987812,2,2,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-27T07:00:00,2025-01-27T19:30:00,2025-01-27T20:08:00,2025-01-27T13:09:06.837566,1,2,false
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-28T07:00:00,2025-01-28T19:30:00,2025-01-28T20:00:00,2025-01-28T21:05:53.547839,2,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-29T07:00:00,2025-01-29T19:30:00,2025-01-29T20:08:00,2025-01-29T22:27:51.609175,1,3,true
145e8ded-2b79-4c47-af58-2f212556b98e,PEDS,2025-01-30T07:00:00,2025-01-30T19:30:00,2025-01-30T19:54:00,2025-01-30T22:04:31.088733,1,2,false
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-01T07:00:00,2025-01-01T19:30:00,2025-01-01T19:42:00,2025-01-01T12:44:55.560499,2,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-02T07:00:00,2025-01-02T19:30:00,2025-01-02T19:52:00,2025-01-02T13:52:12.701252,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-03T07:00:00,2025-01-03T19:30:00,2025-01-03T19:51:00,2025-01-03T22:23:31.457851,2,2,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-04T07:00:00,2025-01-04T19:30:00,2025-01-04T20:09:00,2025-01-04T11:57:43.893029,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-05T07:00:00,2025-01-05T19:30:00,2025-01-05T20:05:00,2025-01-05T15:46:41.261665,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-06T07:00:00,2025-01-06T19:30:00,2025-01-06T20:03:00,2025-01-06T21:58:18.879287,1,2,false
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-07T07:00:00,2025-01-07T19:30:00,2025-01-07T19:59:00,2025-01-07T14:07:13.497792,2,3,false
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-08T07:00:00,2025-01-08T19:30:00,2025-01-08T20:00:00,2025-01-08T22:16:37.877797,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-09T07:00:00,2025-01-09T19:30:00,2025-01-09T19:43:00,2025-01-09T21:16:19.333118,2,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-10T07:00:00,2025-01-10T19:30:00,2025-01-10T20:01:00,2025-01-10T13:56:06.656147,2,2,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-11T07:00:00,2025-01-11T19:30:00,2025-01-11T19:43:00,2025-01-11T14:22:15.680413,2,2,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-12T07:00:00,2025-01-12T19:30:00,2025-01-12T19:58:00,2025-01-12T21:13:42.932795,2,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-13T07:00:00,2025-01-13T19:30:00,2025-01-13T19:50:00,2025-01-13T14:04:05.954590,2,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-14T07:00:00,2025-01-14T19:30:00,2025-01-14T20:08:00,2025-01-14T21:43:11.751441,2,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-15T07:00:00,2025-01-15T19:30:00,2025-01-15T19:42:00,2025-01-15T11:22:21.058251,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-16T07:00:00,2025-01-16T19:30:00,2025-01-16T20:08:00,2025-01-16T21:01:40.603592,2,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-17T07:00:00,2025-01-17T19:30:00,2025-01-17T19:41:00,2025-01-17T21:49:38.607592,2,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-18T07:00:00,2025-01-18T19:30:00,2025-01-18T19:52:00,2025-01-18T11:44:43.977949,2,3,false
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-19T07:00:00,2025-01-19T19:30:00,2025-01-19T19:56:00,2025-01-19T21:00:57.195090,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-20T07:00:00,2025-01-20T19:30:00,2025-01-20T19:45:00,2025-01-20T12:40:06.655759,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-21T07:00:00,2025-01-21T19:30:00,2025-01-21T20:04:00,2025-01-21T21:43:53.267601,1,2,false
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-22T07:00:00,2025-01-22T19:30:00,2025-01-22T19:51:00,2025-01-22T14:21:53.802041,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-23T07:00:00,2025-01-23T19:30:00,2025-01-23T20:00:00,2025-01-23T14:18:02.575077,1,2,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-24T07:00:00,2025-01-24T19:30:00,2025-01-24T20:06:00,2025-01-24T14:59:15.159675,1,2,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-25T07:00:00,2025-01-25T19:30:00,2025-01-25T20:05:00,2025-01-25T21:43:23.394484,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-26T07:00:00,2025-01-26T19:30:00,2025-01-26T19:56:00,2025-01-26T11:42:23.955209,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-27T07:00:00,2025-01-27T19:30:00,2025-01-27T19:53:00,2025-01-27T14:01:20.532972,2,2,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-29T07:00:00,2025-01-29T19:30:00,2025-01-29T19:48:00,2025-01-29T14:22:06.767666,1,3,true
c7f2f284-258e-4d35-ab83-b47682040d4a,ED,2025-01-30T07:00:00,2025-01-30T19:30:00,2025-01-30T19:46:00,2025-01-30T12:11:15.054774,1,3,false
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-01T07:00:00,2025-01-01T19:30:00,2025-01-01T20:06:00,2025-01-01T15:19:21.868006,2,3,false
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-02T07:00:00,2025-01-02T19:30:00,2025-01-02T19:58:00,2025-01-02T15:21:14.484812,1,3,false
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-03T07:00:00,2025-01-03T19:30:00,2025-01-03T19:53:00,2025-01-03T15:04:39.637983,2,3,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-04T07:00:00,2025-01-04T19:30:00,2025-01-04T19:56:00,2025-01-04T11:49:17.282964,1,2,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-05T07:00:00,2025-01-05T19:30:00,2025-01-05T20:01:00,2025-01-05T15:15:13.271442,1,3,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-06T07:00:00,2025-01-06T19:30:00,2025-01-06T20:05:00,2025-01-06T22:09:10.827028,1,2,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-07T07:00:00,2025-01-07T19:30:00,2025-01-07T20:04:00,2025-01-07T21:20:55.569609,2,2,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-08T07:00:00,2025-01-08T19:30:00,2025-01-08T19:40:00,2025-01-08T12:38:48.984691,2,2,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-09T07:00:00,2025-01-09T19:30:00,2025-01-09T19:43:00,2025-01-09T15:23:01.900908,2,3,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-10T07:00:00,2025-01-10T19:30:00,2025-01-10T20:04:00,2025-01-10T13:15:06.146270,2,3,false
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-11T07:00:00,2025-01-11T19:30:00,2025-01-11T19:58:00,2025-01-11T13:57:50.084769,1,3,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-12T07:00:00,2025-01-12T19:30:00,2025-01-12T19:43:00,2025-01-12T11:06:16.185122,1,3,false
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-13T07:00:00,2025-01-13T19:30:00,2025-01-13T20:06:00,2025-01-13T14:12:10.015601,1,3,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-15T07:00:00,2025-01-15T19:30:00,2025-01-15T19:55:00,2025-01-15T13:46:31.889046,2,3,false
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-16T07:00:00,2025-01-16T19:30:00,2025-01-16T19:47:00,2025-01-16T21:55:22.025923,1,2,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-17T07:00:00,2025-01-17T19:30:00,2025-01-17T19:48:00,2025-01-17T14:00:51.727778,2,2,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-18T07:00:00,2025-01-18T19:30:00,2025-01-18T20:09:00,2025-01-18T12:06:18.655387,2,2,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-19T07:00:00,2025-01-19T19:30:00,2025-01-19T19:54:00,2025-01-19T22:23:40.454740,1,3,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-20T07:00:00,2025-01-20T19:30:00,2025-01-20T19:42:00,2025-01-20T14:01:58.471854,2,2,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-21T07:00:00,2025-01-21T19:30:00,2025-01-21T19:54:00,2025-01-21T13:19:07.417382,1,3,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-22T07:00:00,2025-01-22T19:30:00,2025-01-22T20:07:00,2025-01-22T13:56:27.546855,2,2,true
930eb6e5-d875-44b6-b77f-a84930e802c0,PACU,2025-01-23T07:00:00,2025-01-23T19:30:00,2025-01-23T20:05:00,2025-01-23T21:28:24.945748,1,2,true
